Algodão herbáceo (em caroço);Arroz (em casca);Café (em grão) Total;Feijão (em grão);Laranja;Mandioca;Milho (em grão);Soja (em grão);Trigo (em grão)
26507341;19146736;34896546;12049373;12534709;12702124;116396867;341747600;10998648
