Bovino;Bubalino;Caprino;Codornas;Equino;Galináceos - galinhas;Galináceos - total;Ovino;Suíno - matrizes de suínos;Suíno - total
224602112;1551618;11923630;15335403;5777046;255603607;1530668972;20537474;4956626;42538652
