Algodão herbáceo (em caroço);Arroz (em casca);Café (em grão) Total;Feijão (em grão);Laranja;Mandioca;Milho (em grão);Soja (em grão);Trigo (em grão)
5712308;11660603;2993780;2899864;16214982;18098115;88461943;134934935;7874525
